Ticker,Company,Market,Type
UCT,Cong ty Co phan Do thi Can Tho,UPCOMINDEX,stock
UDC,Cong ty Co phan Xay dung va Phat trien do thi Tinh Ba Ria - Vung Tau,UPCOMINDEX,stock
UDJ,Cong ty Co phan Phat trien Do thi,UPCOMINDEX,stock
UDL,Cong ty Co phan Do thi va Moi truong Dak Lak,UPCOMINDEX,stock
UEM,Cong ty Co phan Co dien Uong Bi - Vinacomin,UPCOMINDEX,stock
UIC,Cong ty Co phan Dau tu Phat trien Nha va Do thi IDICO,VNINDEX,stock
UMC,Cong ty Co phan Cong trinh do thi Nam Dinh,UPCOMINDEX,stock
UNI,Cong ty Co phan Dau tu va Phat trien Sao Mai Viet,HNXINDEX,stock
UPC,Cong ty Co phan Phat trien Cong vien Cay xanh va Do thi Vung Tau,UPCOMINDEX,stock
UPCOM,UPCOMINDEX,UPCOMINDEX,index
UPH,Cong ty Co phan Duoc pham TW25,UPCOMINDEX,stock
USC,Cong ty Co phan Khao sat va Xay dung - USCO,UPCOMINDEX,stock
USD,Cong ty Co phan Cong trinh Do thi Soc Trang,UPCOMINDEX,stock
V11,Cong ty Co phan Xay dung so 11,UPCOMINDEX,stock
V12,Cong ty Co phan Xay dung so 12,HNXINDEX,stock
V15,Cong ty Co phan Xay dung so 15,UPCOMINDEX,stock
V21,Cong ty Co phan Vinaconex 21,HNXINDEX,stock
VAB,Ngan hang Thuong mai Co phan Viet A,UPCOMINDEX,stock
VAF,Cong ty Co phan Phan lan nung chay Van Dien,VNINDEX,stock
VAV,Cong ty Co phan VIWACO,UPCOMINDEX,stock
VBB,Ngan hang Thuong mai Co phan Viet Nam Thuong Tin,UPCOMINDEX,stock
VBC,Cong ty Co phan Nhua-Bao bi Vinh,HNXINDEX,stock
VBG,Cong ty Co phan Dia chat Viet Bac - TKV,UPCOMINDEX,stock
VBH,Cong ty Co phan Dien tu Binh Hoa,UPCOMINDEX,stock
VC1,Cong ty Co phan Xay dung so 1,HNXINDEX,stock
VC2,Cong ty Co phan Dau tu va Xay dung VINA2,HNXINDEX,stock
VC3,Cong ty Co phan Tap doan Nam Me Kong,HNXINDEX,stock
VC5,Cong ty Co phan xay dung so 5,UPCOMINDEX,stock
VC6,Cong ty co phan Xay dung va Dau tu Visicons,HNXINDEX,stock
VC7,Cong ty Co phan Tap doan BGI,HNXINDEX,stock
VC9,Cong ty Co phan Xay dung so 9 - VC9,HNXINDEX,stock
VCA,Cong ty Co phan Thep VICASA - VNSTEEL,VNINDEX,stock
VCB,Ngan hang Thuong mai Co phan Ngoai thuong Viet Nam,VNINDEX,stock
VCC,Cong ty Co phan Vinaconex 25,HNXINDEX,stock
VCE,Cong ty Co phan Xay lap Moi truong,UPCOMINDEX,stock
VCF,Cong ty Co phan VinaCafe Bien Hoa,VNINDEX,stock
VCG,Tong Cong ty Co phan Xuat nhap khau va Xay dung Viet Nam,VNINDEX,stock
VCI,Cong ty Co phan Chung khoan Vietcap,VNINDEX,stock
VCM,Cong ty Co phan BV Life,HNXINDEX,stock
VCP,Cong ty Co phan Xay dung va Nang luong VCP,UPCOMINDEX,stock
VCR,Cong ty Co phan Dau tu va Phat trien Du lich Vinaconex,UPCOMINDEX,stock
VCS,Cong ty Co phan VICOSTONE,HNXINDEX,stock
VCT,Cong ty Co phan Tu van Xay dung Vinaconex,UPCOMINDEX,stock
VCW,Cong ty Co phan Dau tu Nuoc sach Song Da,UPCOMINDEX,stock
VCX,Cong ty Co phan Xi mang Yen Binh,UPCOMINDEX,stock
VDB,Cong ty Co phan Van tai va Che bien Than Dong Bac,UPCOMINDEX,stock
VDL,Cong ty Co phan Thuc pham Lam Dong,HNXINDEX,stock
VDN,Cong ty Co phan Vinatex Da Nang,UPCOMINDEX,stock
VDP,Cong ty Co phan Duoc pham Trung uong VIDIPHA,VNINDEX,stock
VDS,Cong ty Co phan Chung khoan Rong Viet,VNINDEX,stock
VDT,Cong ty Co phan Luoi thep Binh Tay,UPCOMINDEX,stock
VE1,Cong ty Co phan Xay dung dien VNECO 1,HNXINDEX,stock
VE2,Cong ty Co phan Xay dung Dien VNECO 2,UPCOMINDEX,stock
VE3,Cong ty Co phan Xay dung dien VNECO 3,HNXINDEX,stock
VE4,Cong ty Co phan Xay dung dien VNECO4,HNXINDEX,stock
VE8,Cong ty Co phan Xay dung Dien Vneco 8,HNXINDEX,stock
VE9,Cong ty Co phan Dau tu va Xay dung VNECO 9,UPCOMINDEX,stock
VEA,Tong Cong ty May dong luc va May nong nghiep Viet Nam - CTCP,UPCOMINDEX,stock
VEC,Tong Cong ty Co phan Dien tu va Tin hoc Viet Nam,UPCOMINDEX,stock
VEF,Cong ty Co phan Trung tam Hoi cho Trien lam Viet Nam,UPCOMINDEX,stock
VES,Cong ty Co phan Dau tu va Xay dung Dien ME CA VNECO,UPCOMINDEX,stock
VET,Cong ty Co phan Thuoc Thu y Trung uong NAVETCO,UPCOMINDEX,stock
VFC,Cong ty Co phan VINAFCO,UPCOMINDEX,stock
VFG,Cong ty Co phan Khu trung Viet Nam,VNINDEX,stock
VFR,Cong ty Co phan Van tai va Thue tau,UPCOMINDEX,stock
VFS,Cong ty Co phan Chung khoan Nhat Viet,HNXINDEX,stock
VGC,Tong Cong ty Viglacera - Cong ty Co phan,VNINDEX,stock
VGG,Tong Cong Ty Co phan May Viet Tien,UPCOMINDEX,stock
VGL,Cong ty Co phan Ma kem cong nghiep Vingal-Vnsteel,UPCOMINDEX,stock
VGP,Cong ty Co phan Cang Rau Qua,HNXINDEX,stock
VGR,Cong ty Co phan Cang xanh VIP,UPCOMINDEX,stock
VGS,Cong ty Co phan Ong thep Viet Duc VG PIPE,HNXINDEX,stock
VGT,Tap doan Det May Viet Nam,UPCOMINDEX,stock
VGV,Tong Cong ty Tu van Xay dung Viet Nam - CTCP,UPCOMINDEX,stock
VGI,Tong Cong ty Co phan Dau tu Quoc te Viettel,UPCOMINDEX,stock
VHC,Cong ty Co phan Vinh Hoan,VNINDEX,stock
VHD,Cong ty Co phan Dau tu phat trien nha va do thi VINAHUD,UPCOMINDEX,stock
VHE,Cong ty Co phan Duoc lieu va Thuc pham Viet Nam,HNXINDEX,stock
VHF,Cong ty Co phan Xay dung va Che bien luong thuc Vinh Ha,UPCOMINDEX,stock
VHG,Cong ty Co phan Dau tu va Phat trien Viet Trung Nam,UPCOMINDEX,stock
VHH,Cong ty Co phan Dau tu Kinh doanh nha Thanh Dat,UPCOMINDEX,stock
VHL,Cong ty Co phan Viglacera Ha Long,HNXINDEX,stock
VHM,Cong ty Co phan Vinhomes,VNINDEX,stock
VIB,Ngan hang Thuong mai Co phan Quoc te Viet Nam,VNINDEX,stock
VIC,Tap doan Vingroup - Cong ty CP,VNINDEX,stock
VID,Cong ty Co phan Dau tu Phat trien Thuong mai Vien Dong,VNINDEX,stock
VIE,Cong ty Co phan Cong nghe Vien thong VI TE CO,UPCOMINDEX,stock
VIF,Tong Cong ty Lam nghiep Viet Nam - Cong ty Co phan,HNXINDEX,stock
VIG,Cong ty Co phan Chung khoan Dau tu Tai chinh Viet Nam,HNXINDEX,stock
VIH,Cong ty Co phan Viglacera Ha Noi,UPCOMINDEX,stock
VIM,Cong ty Co phan Khoang san Viglacera,UPCOMINDEX,stock
VIN,Cong ty Co phan Giao nhan Kho van Ngoai thuong Viet Nam,UPCOMINDEX,stock
VIP,Cong ty Co phan Van tai Xang dau VIPCO,VNINDEX,stock
VIR,Cong ty Co phan Du lich Quoc te Vung Tau,UPCOMINDEX,stock
VIT,Cong ty Co phan Viglacera Tien Son,HNXINDEX,stock
VIW,Tong cong ty Dau tu Nuoc va Moi truong Viet Nam - Cong ty Co phan,UPCOMINDEX,stock
VIX,Cong ty Co phan Chung khoan VIX,VNINDEX,stock
VJC,Cong ty Co phan Hang khong Vietjet,VNINDEX,stock
VKC,Cong ty Co phan VKC Holdings,UPCOMINDEX,stock
VKP,Cong ty Co phan Nhua Tan Hoa,UPCOMINDEX,stock
VLA,Cong ty Co phan Dau tu va Phat trien Cong nghe Van Lang,HNXINDEX,stock
VLB,Cong ty Co phan Xay dung va San xuat Vat lieu Xay dung Bien Hoa,UPCOMINDEX,stock
VLC,Tong Cong ty Chan nuoi Viet Nam - Cong ty Co phan,UPCOMINDEX,stock
VLF,Cong ty Co phan Luong thuc Thuc pham Vinh Long,UPCOMINDEX,stock
VLG,Cong ty Co phan VIMC Logistics,UPCOMINDEX,stock
VLP,Cong ty Co phan Cong trinh Cong cong Vinh Long,UPCOMINDEX,stock
VLW,Cong ty Co phan Cap nuoc Vinh Long,UPCOMINDEX,stock
VMA,Cong ty Co phan Cong nghiep O to Vinacomin,UPCOMINDEX,stock
VMC,Cong ty Co phan VIMECO,HNXINDEX,stock
VMD,Cong ty Co phan Y Duoc pham Vimedimex,VNINDEX,stock
VMG,Cong ty Co phan Thuong mai va Dich vu Dau khi Vung Tau,UPCOMINDEX,stock
VMK,Cong ty Co Phan Vimarko,UPCOMINDEX,stock
VMS,Cong ty Co phan Phat trien Hang Hai,HNXINDEX,stock
VMT,Cong ty Co phan Giao nhan Van tai Mien Trung,UPCOMINDEX,stock
VN30,VN30,VNINDEX,index
VN30F1M,VN30F1M,HNXINDEX,derivative
VN30F1Q,VN30F1Q,HNXINDEX,derivative
VN30F2M,VN30F2M,HNXINDEX,derivative
VN30F2Q,VN30F2Q,HNXINDEX,derivative
VNA,Cong ty Co phan Van tai bien Vinaship,UPCOMINDEX,stock
VNB,Cong ty Co phan Sach Viet Nam,UPCOMINDEX,stock
VNC,Cong ty Co phan Tap doan Vinacontrol,HNXINDEX,stock
VND,Cong ty Co phan Chung khoan VNDIRECT,VNINDEX,stock
VNE,Tong Cong ty Co phan Xay dung dien Viet Nam,VNINDEX,stock
VNF,Cong ty Co phan Vinafreight,HNXINDEX,stock
VNI,Cong ty Co phan Dau tu Bat dong san Viet Nam,UPCOMINDEX,stock
VNINDEX,VNINDEX,VNINDEX,index
VNL,Cong ty Co phan Logistics Vinalink,VNINDEX,stock
VNM,Cong ty Co phan Sua Viet Nam,VNINDEX,stock
VNP,Cong ty Co phan Nhua Viet Nam,UPCOMINDEX,stock
VNR,Tong Cong ty Co phan Tai bao hiem Quoc gia Viet Nam,HNXINDEX,stock
VNS,Cong ty Co phan Anh Duong Viet Nam,VNINDEX,stock
VNT,Cong ty Co phan Giao nhan Van tai Ngoai Thuong,HNXINDEX,stock
VNX,Cong ty Co phan Quang cao va Hoi cho Thuong mai Vinexad,UPCOMINDEX,stock
VNY,Cong ty Co phan Thuoc thu y Trung uong I,UPCOMINDEX,stock
VNZ,Cong ty Co phan VNG,UPCOMINDEX,stock
VNG,Cong ty Co phan Du Lich Thanh Thanh Cong,VNINDEX,stock
VNH,Cong ty Co phan Dau tu Viet Viet Nhat,UPCOMINDEX,stock
VOC,Tong Cong ty Cong nghiep Dau thuc vat Viet Nam - Cong ty Co phan,UPCOMINDEX,stock
VOS,Cong ty Co phan Van tai Bien Viet Nam,VNINDEX,stock
VPA,Cong ty Co phan Van tai Hoa dau VP,UPCOMINDEX,stock
VPB,Ngan hang Thuong mai Co phan Viet Nam Thinh Vuong,VNINDEX,stock
VPC,Cong ty Co phan Dau tu va Phat trien Nang luong Viet Nam,UPCOMINDEX,stock
VPD,Cong ty Co phan Phat trien Dien luc Viet Nam,VNINDEX,stock
VPG,Cong ty Co phan Dau tu Thuong mai Xuat nhap khau Viet Phat,VNINDEX,stock
VPI,Cong ty Co phan Dau tu Van Phu - Invest,VNINDEX,stock
VPR,Cong ty Co phan VINAPRINT,UPCOMINDEX,stock
VPS,Cong ty Co phan Thuoc sat trung Viet Nam,VNINDEX,stock
VPW,Cong ty Co phan Cap thoat nuoc so 1 Vinh Phuc,UPCOMINDEX,stock
VPH,Cong ty Co phan Van Phat Hung,VNINDEX,stock
VQC,Cong ty Co phan Giam dinh Vinaconmin,UPCOMINDEX,stock
VRC,Cong ty Co phan Bat dong san va Dau tu VRC,VNINDEX,stock
VRE,Cong ty Co phan Vincom Retail,VNINDEX,stock
VRG,Cong ty Co phan Phat trien Do thi va Khu Cong nghiep Cao Su Viet Nam,UPCOMINDEX,stock
VSA,Cong ty Co phan Dai ly Hang hai Viet Nam,HNXINDEX,stock
VSC,Cong ty Co phan Container Viet Nam,VNINDEX,stock
VSE,Cong ty Co phan Dich vu Duong cao toc Viet Nam,UPCOMINDEX,stock
VSF,Tong Cong ty Luong thuc Mien Nam - Cong ty Co phan,UPCOMINDEX,stock
VSG,Cong ty Co phan Container Phia Nam,UPCOMINDEX,stock
VSH,Cong ty Co phan Thuy dien Vinh Son - Song Hinh,VNINDEX,stock
VSI,Cong ty Co phan Dau tu va Xay dung Cap thoat nuoc,VNINDEX,stock
VSM,Cong ty Co phan Container Mien Trung,HNXINDEX,stock
VSN,Cong ty Co phan Viet Nam Ky Nghe Suc San,UPCOMINDEX,stock
VST,Cong ty Co phan Van tai va Thue Tau bien Viet Nam,UPCOMINDEX,stock
VTA,Cong ty Co phan VITALY,UPCOMINDEX,stock
VTB,Cong ty Co phan Viettronics Tan Binh,VNINDEX,stock
VTC,Cong ty Co phan Vien Thong VTC,HNXINDEX,stock
VTD,Cong ty Co phan Vietourist Holdings,UPCOMINDEX,stock
VTE,Cong ty Co phan VINACAP Kim Long,UPCOMINDEX,stock
VTG,Cong ty Co phan Du lich tinh Ba Ria - Vung Tau,UPCOMINDEX,stock
VTI,Cong ty Co phan San xuat - Xuat nhap khau Det may,UPCOMINDEX,stock
VTJ,Cong ty Co phan Thuong mai va Dau tu VI NA TA BA,HNXINDEX,stock
VTK,Cong ty Co phan Tu van va Dich vu Viettel,UPCOMINDEX,stock
VTL,Cong ty Co phan Vang Thang Long,UPCOMINDEX,stock
VTM,Cong ty Co phan Van tai va Dua don tho mo - Vinacomin,UPCOMINDEX,stock
VTO,Cong ty Co phan Van tai Xang dau VITACO,VNINDEX,stock
VTP,Tong Cong ty Co phan Buu chinh Viettel,VNINDEX,stock
VTQ,Cong ty Co phan Viet Trung Quang Binh,UPCOMINDEX,stock
VTS,Cong ty Co phan Gach Ngoi Tu Son,UPCOMINDEX,stock
VTV,Cong ty Co phan Nang luong va Moi truong VICEM,HNXINDEX,stock
VTX,Cong ty Co phan Van tai Da phuong thuc VIETRANSTIMEX,UPCOMINDEX,stock
VTZ,Cong ty Co phan San xuat va Thuong mai Nhua Viet Thanh,HNXINDEX,stock
VTH,Cong ty Co phan Day cap dien Viet Thai,HNXINDEX,stock
VTR,Cong ty Co phan Du lich va tiep thi giao thong van tai Viet Nam - Vietravel,UPCOMINDEX,stock
VUA,Cong ty Co phan Chung khoan Stanley Brothers,UPCOMINDEX,stock
VVN,Tong Cong ty Co phan Xay dung Cong nghiep Viet Nam,UPCOMINDEX,stock
VVS,Cong ty Co phan Dau tu Phat trien May Viet Nam,UPCOMINDEX,stock
VW3,Cong ty Co phan VIWASEEN3,UPCOMINDEX,stock
VWS,Cong ty Co phan Nuoc va Moi truong Viet Nam,UPCOMINDEX,stock
VXB,Cong ty Co phan Vat lieu xay dung Ben Tre,UPCOMINDEX,stock
VXP,Cong ty Co phan Thuoc Thu y Trung uong VETVACO,UPCOMINDEX,stock
VXT,Cong ty Co phan Kho van va dich vu thuong mai,UPCOMINDEX,stock
WCS,Cong ty Co phan Ben xe Mien Tay,HNXINDEX,stock
WSB,Cong ty Co phan Bia Sai Gon - Mien Tay,UPCOMINDEX,stock
WSS,Cong ty Co phan Chung khoan Pho Wall,HNXINDEX,stock
WTC,Cong ty Co phan Van tai thuy - Vinacomin,UPCOMINDEX,stock
X20,Cong ty Co phan X20,HNXINDEX,stock
X26,Cong ty Co phan 26,UPCOMINDEX,stock
X77,Cong ty Co phan Thanh An 77,UPCOMINDEX,stock
XDH,Cong ty Co phan Dau tu Xay dung Dan dung Ha Noi,UPCOMINDEX,stock
XHC,Cong ty Co phan Xuan Hoa Viet Nam,UPCOMINDEX,stock
XLV,Cong ty Co phan Xay lap va Dich vu Song Da,UPCOMINDEX,stock
XMC,Cong ty co phan Dau tu va Xay dung Xuan Mai,UPCOMINDEX,stock
XMD,Cong ty Co phan Xuan Mai - Dao Tu,UPCOMINDEX,stock
XMP,Cong ty Co phan Thuy dien Xuan Minh,UPCOMINDEX,stock
XPH,Cong ty Co phan Xa phong Ha Noi,UPCOMINDEX,stock
YBC,Cong ty Co phan Xi mang va Khoang san Yen Bai,UPCOMINDEX,stock
YBM,Cong ty Co phan Khoang san Cong nghiep Yen Bai,VNINDEX,stock
YEG,Cong ty Co phan Tap doan Yeah1,VNINDEX,stock
YTC,Cong ty Co phan Xuat nhap khau Y te Thanh pho Ho Chi Minh,UPCOMINDEX,stock
